Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,13,1,1,8,20109,-2.3182359952324196,0,800700,192726
2,13,1,1,1,8825,0.7750000000000004,0,817923,539336
3,13,1,1,17,1474,-5.6000000000000005,0,799783,773752
4,13,1,1,23,48162,0.21635313840379133,0,786416,538990
5,13,1,1,25,16265,0.4698265980116032,0,580880,798860
6,13,1,1,10,3166,0,0,784608,784608
7,13,1,1,14,8354,10,0,201105,845632
8,13,1,1,21,12049,-0.004767580452920228,0,785752,792140
9,13,1,1,19,11057,0,0,791286,791286
10,13,1,1,9,3594,0,0,798505,845632
11,13,1,1,5,3173,0.7423766508868894,0,583459,798112
12,13,1,1,6,6450,0,0,579673,784608
13,13,1,1,3,2651,0.41716328963051197,0,799796,799420
14,13,1,1,13,4190,0.8641239570917758,0,767136,580500
15,13,1,1,7,2979,-0.02,0,703752,800602
16,13,1,1,15,6346,-0.4403835769143374,1,768236,570492
17,13,1,1,11,4614,0,0,545553,545553
18,13,1,1,2,7202,0,0,798505,784595
19,13,1,1,12,9668,0,0,752353,529693
20,13,1,1,16,2312,-3.375,0,784093,706338
21,13,1,1,18,19041,-0.4588796185935635,0,817923,579585
22,13,1,1,22,15750,1.2242152104106854,0,570492,794927
23,13,1,1,20,13520,-1.664729176963112,0,817632,786065
24,13,1,1,24,26050,0.7693805682795706,0,200223,584208
25,13,1,1,4,3129,0,0,767503,203609
26,13,2,3,17,2123,-0.12,0,199702,783915
27,13,2,3,15,4947,8.30936937746338,0,786978,535287
28,13,2,3,3,1243,0.5005959475566151,0,799796,799783
29,13,2,3,13,5599,0.9117997616209763,0,767136,192873
30,13,2,3,7,1308,-0.66,0,579048,539914
31,13,2,3,2,2829,0,0,567741,567741
32,13,2,3,10,4873,-1.664729176963112,0,192041,786065
33,13,2,3,21,15674,0.2837262021040969,0,785752,845632
34,13,2,3,18,4108,-0.9415971394517282,0,817923,563384
35,13,2,3,16,2382,0,1,784093,705793
36,13,2,3,23,8965,0,0,786416,786416
37,13,2,3,4,1651,0,0,784702,197321
38,13,2,3,25,8590,1.0628061766361747,0,580880,544318
39,13,2,3,1,5813,0.7750000000000004,0,817923,539336
40,13,2,3,20,3536,-1.664729176963112,0,817632,786065
41,13,2,3,8,4330,-1.6567342073897497,0,800700,817632
42,13,2,3,6,1541,-1.125,0,578176,793889
43,13,2,3,11,4401,1.5199999999999996,0,545553,794927
44,13,2,3,14,1737,0,0,571634,201105
45,13,2,3,19,2170,-1.29,0,845632,583459
46,13,2,3,12,2095,0,0,529693,529693
47,13,2,3,22,6305,0.9880121890125494,0,570492,775249
48,13,2,3,9,1654,-1.44,0,783915,532764
49,13,2,3,5,1720,0.031522504679101004,0,583459,570492
50,13,2,3,24,14731,0,0,200223,200223
51,13,3,2,14,1180,0.6500000000000004,0,200700,852890
52,13,3,2,22,10815,1.5404504431220598,0,570492,200700
53,13,3,2,5,1398,1.1797341958555467,0,583459,200700
54,13,3,2,4,1380,0,0,535847,202738
55,13,3,2,24,20205,-0.3834922526817639,0,200223,192622
56,13,3,2,1,3973,0.5,0,817923,581232
57,13,3,2,7,1326,-0.12,0,579048,850991
58,13,3,2,2,3715,0,0,539748,581232
59,13,3,2,25,3774,0.43687394321992007,0,580880,564237
60,13,3,2,8,7269,-1.6567342073897497,0,800700,817632
61,13,3,2,17,3678,-0.08,1,772665,845632
62,13,3,2,13,3008,0.39928486293206156,0,767136,539336
63,13,3,2,3,4414,0.8581644815256251,0,799796,812161
64,13,3,2,6,2168,0,0,705793,546207
65,13,3,2,23,3412,0.18098161558880008,0,786416,799410
66,13,3,2,10,2008,0,0,579673,817632
67,13,3,2,11,3644,0,0,545553,545553
68,13,3,2,9,1409,-10,0,783405,540239
69,13,3,2,20,7364,-0.9750524101006728,0,817632,535287
70,13,3,2,18,2098,-0.5661501787842669,0,817923,203146
71,13,3,2,19,2026,0,0,845632,707834
72,13,3,2,15,2639,0.8065533895543915,0,786978,539999
73,13,3,2,16,2491,-3.75,0,545553,789292
74,13,3,2,21,6245,1.120620765049966,0,785752,783915
75,13,3,2,12,5086,0,0,581232,581232
