Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,30,1,3,6,6381,0,0,774978,791698
2,30,1,3,22,10892,0,0,570492,570492
3,30,1,3,18,31998,0,0,817923,817923
4,30,1,3,14,11788,0,0,571634,571634
5,30,1,3,9,5996,-0.7,0,580597,538990
6,30,1,3,3,11685,0.6495828367103691,0,799796,539336
7,30,1,3,10,10893,0,0,792429,792429
8,30,1,3,1,5629,0.5,0,817923,581232
9,30,1,3,11,14209,1.5199999999999996,0,545553,794927
10,30,1,3,21,33277,-0.7267453255270659,0,785752,785377
11,30,1,3,12,9563,0,0,581232,581232
12,30,1,3,8,43315,-2.2943980929678185,0,800700,707981
13,30,1,3,7,3491,-0.4,0,201105,785031
14,30,1,3,5,5000,1.269575405370185,0,583459,579988
15,30,1,3,19,11171,0,0,845632,800711
16,30,1,3,13,14044,7.306317044100119,0,767136,774978
17,30,1,3,15,12404,0.6240566414349864,0,786978,775517
18,30,1,3,17,4531,0,0,799783,799783
19,30,1,3,2,5163,0,0,539748,539748
20,30,1,3,20,11723,-1.664729176963112,0,817632,786065
21,30,1,3,16,8756,0,0,545553,545553
22,30,1,3,4,4483,0,0,193144,202738
23,30,1,3,23,7179,-1.3055257818412744,0,786416,793584
24,30,1,3,25,10689,-0.09428849087604405,0,580880,539999
25,30,1,3,24,17307,-1.2287127542680856,0,200223,569795
26,30,2,2,13,6527,0.4529201430274128,0,767136,798112
27,30,2,2,9,3728,0,0,798505,202575
28,30,2,2,10,9416,0,0,773538,773538
29,30,2,2,12,3483,0,0,529693,529693
30,30,2,2,8,22625,-1.6567342073897497,0,800700,817632
31,30,2,2,19,4947,0,0,800711,800711
32,30,2,2,1,6114,0.5,0,817923,581232
33,30,2,2,18,10845,0,0,817923,817923
34,30,2,2,15,10364,0.6384746562517467,0,786978,785434
35,30,2,2,3,14223,0.7330154946364722,0,799796,581050
36,30,2,2,2,3513,0,0,773145,773145
37,30,2,2,17,4876,-1.1600000000000001,0,579048,795479
38,30,2,2,22,21647,-1.6006617778443526,0,570492,581232
39,30,2,2,20,8370,-1.664729176963112,0,817632,705793
40,30,2,2,16,10849,0,0,545553,545553
41,30,2,2,6,4430,-0.5,0,706847,797697
42,30,2,2,5,14464,1.4949741725386048,0,583459,569795
43,30,2,2,4,3220,0,0,190753,771855
44,30,2,2,11,9840,0,0,545553,545553
45,30,2,2,25,4044,-0.1222473245338362,0,580880,790129
46,30,2,2,14,3595,0,0,571634,564237
47,30,2,2,21,10258,-0.6927288589672633,0,785752,799420
48,30,2,2,24,18170,-1.2287127542680856,0,200223,569795
49,30,2,2,7,2796,0,0,579048,817632
50,30,2,2,23,6150,-1.5357544684861413,0,786416,195554
51,30,3,1,4,4823,0,0,580690,580690
52,30,3,1,10,3448,0,0,579673,579673
53,30,3,1,16,8993,0,0,545553,545553
54,30,3,1,8,16290,-1.6746126340882004,0,800700,817923
55,30,3,1,14,5824,0.6500000000000004,0,564237,852890
56,30,3,1,15,24688,0,0,768236,768236
57,30,3,1,2,4993,0,0,539685,539685
58,30,3,1,20,8726,0,0,817632,817632
59,30,3,1,9,2632,0,0,785752,785752
60,30,3,1,1,5552,0,0,817923,817923
61,30,3,1,5,18824,0.5403805503217214,0,583459,581050
62,30,3,1,12,20862,0,0,529693,581232
63,30,3,1,22,52030,2.331795529220744,0,570492,544318
64,30,3,1,18,22608,0,0,817923,817923
65,30,3,1,17,9829,-0.08,1,797697,707981
66,30,3,1,21,38568,-0.020474456979086852,0,785752,789292
67,30,3,1,24,6278,0,0,200223,200223
68,30,3,1,23,37575,0.08104886769964245,0,786416,767759
69,30,3,1,11,11936,0,0,545553,545553
70,30,3,1,25,37806,0.21407001584819696,0,580880,850557
71,30,3,1,19,7238,0,0,800711,800711
72,30,3,1,6,3800,0,0,539679,539679
73,30,3,1,13,22631,0.31585220500596023,0,767136,799664
74,30,3,1,7,7329,0,0,846493,817632
75,30,3,1,3,27408,0.7032181168057203,0,799796,798112
