Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,35,1,3,3,5445,0.8641239570917758,0,799796,201105
2,35,1,3,4,1400,0,0,537330,570492
3,35,1,3,22,5769,1.5495420588685385,0,570492,535895
4,35,1,3,15,4518,0,0,768236,786978
5,35,1,3,17,3541,-0.54,0,703752,540966
6,35,1,3,10,7276,-4.593198126807038,0,799664,546207
7,35,1,3,2,1275,2.7200000000000006,0,568122,771855
8,35,1,3,12,8467,3.120000000000001,0,203089,189763
9,35,1,3,14,3165,0,0,571634,201105
10,35,1,3,11,3569,1.5199999999999996,0,545553,790129
11,35,1,3,5,2631,2.1326951410830812,0,583459,581232
12,35,1,3,23,4786,-0.7818696435503096,0,786416,705465
13,35,1,3,13,3006,0.6078665077473175,0,767136,189832
14,35,1,3,24,4699,1.1936635339482553,0,200223,202856
15,35,1,3,25,7393,-0.09960131738246555,0,580880,792046
16,35,1,3,6,1704,0,0,773752,706980
17,35,1,3,1,4489,0.5,0,817923,581232
18,35,1,3,8,7208,-2.1454112038140645,0,800700,767853
19,35,1,3,18,5627,-0.4588796185935635,0,817923,579585
20,35,1,3,20,6398,-1.664729176963112,0,817632,705793
21,35,1,3,19,4858,0,0,845632,800711
22,35,1,3,21,6910,-0.27528017593875165,0,785752,783405
23,35,1,3,7,1973,-0.02,0,200700,800602
24,35,1,3,16,4378,0,0,784093,784093
25,35,1,3,9,1346,0,0,202131,786941
26,35,2,1,14,7990,0,0,564237,571634
27,35,2,1,7,11359,0,0,846493,201105
28,35,2,1,24,18257,1.9595132948774185,0,200223,845632
29,35,2,1,16,8560,0,0,784093,545553
30,35,2,1,3,17441,0.6317044100119187,0,799796,564237
31,35,2,1,17,15498,-0.1,0,797697,536366
32,35,2,1,10,4268,0,0,773538,192041
33,35,2,1,22,45467,1.177731300994714,0,570492,785481
34,35,2,1,2,3489,0,0,752353,567741
35,35,2,1,8,24382,-1.6746126340882004,0,800700,817923
36,35,2,1,11,12121,1.5199999999999996,0,545553,792046
37,35,2,1,15,4275,7.619692610600941,0,768236,786065
38,35,2,1,6,3498,0,0,814745,188056
39,35,2,1,9,2559,0,0,192644,192644
40,35,2,1,20,7992,0,0,817632,817632
41,35,2,1,1,3936,0,0,817923,817923
42,35,2,1,4,2771,0,0,529693,771855
43,35,2,1,13,12671,0.4529201430274128,0,767136,798112
44,35,2,1,21,27251,-0.11330791961525737,0,785752,706847
45,35,2,1,19,12002,0,0,845632,707834
46,35,2,1,18,19510,0,0,817923,817923
47,35,2,1,12,14395,0,0,203089,203089
48,35,2,1,23,23984,-0.4739129650146522,0,786416,546207
49,35,2,1,25,14176,1.2806881445172185,0,580880,785004
50,35,2,1,5,9058,0,0,583459,583459
51,35,3,2,15,3444,0.8065533895543915,0,786978,539999
52,35,3,2,18,8003,-0.9594755661501786,1,817923,538990
53,35,3,2,4,2602,0,0,800602,193060
54,35,3,2,2,2884,0,0,192873,540354
55,35,3,2,6,2360,0,0,706231,800841
56,35,3,2,11,7578,1.5199999999999996,0,545553,785481
57,35,3,2,25,5154,0.21407001584819696,0,580880,850557
58,35,3,2,23,4660,0.6653094723867344,0,786416,752401
59,35,3,2,7,4515,-0.21999999999999997,0,846493,568076
60,35,3,2,24,7919,0.7693805682795706,0,200223,584208
61,35,3,2,3,4506,0.5005959475566151,0,799796,799783
62,35,3,2,16,6359,0,0,545553,784093
63,35,3,2,8,3982,-2.8784266984505362,0,800700,579673
64,35,3,2,14,4067,0.019999999999999574,0,201105,199958
65,35,3,2,5,1817,1.143560682832641,0,583459,773145
66,35,3,2,13,3940,0.774731823599522,0,767136,193060
67,35,3,2,12,8690,0,0,203089,529693
68,35,3,2,22,7595,0,0,570492,570492
69,35,3,2,20,4521,-1.664729176963112,0,817632,786065
70,35,3,2,19,11667,0,0,707834,800711
71,35,3,2,10,3684,-0.07166281703490723,0,817632,752401
72,35,3,2,21,7725,0.0787900281527751,0,785752,799796
73,35,3,2,9,1500,0,0,192705,791286
74,35,3,2,1,5255,1.5,0,817923,192622
75,35,3,2,17,4374,0,0,703752,703752
