Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,24,1,3,2,17939,0,0,773145,784595
2,24,1,3,22,16991,0.35817508424354577,0,570492,202738
3,24,1,3,15,12682,-0.1995607726420232,1,768236,847668
4,24,1,3,8,11512,0,0,800700,800700
5,24,1,3,24,11755,-0.3834922526817639,0,200223,192622
6,24,1,3,14,7043,0,0,571634,564237
7,24,1,3,20,9684,-1.664729176963112,0,817632,786065
8,24,1,3,7,3891,-0.64,0,199702,191897
9,24,1,3,13,4132,0.9117997616209763,0,767136,192873
10,24,1,3,1,9572,0.5,0,817923,581232
11,24,1,3,21,6317,0.22744923745994222,0,785752,800711
12,24,1,3,18,10581,-0.5661501787842669,0,817923,572024
13,24,1,3,3,2988,1.0250297973778295,0,799796,193060
14,24,1,3,4,2575,0,0,767136,776783
15,24,1,3,16,4581,0,0,545553,545553
16,24,1,3,12,2532,0,0,203089,581232
17,24,1,3,17,2133,-1.1400000000000001,0,799783,706231
18,24,1,3,25,3363,0.21407001584819696,0,580880,850557
19,24,1,3,10,12460,-1.5931445239084026,0,817632,707834
20,24,1,3,9,2789,0,0,202131,192644
21,24,1,3,11,3237,1.5199999999999996,0,545553,785481
22,24,1,3,19,2883,-1.29,0,707834,583459
23,24,1,3,6,2565,-1.5,0,529693,192041
24,24,1,3,23,2245,-0.835999943780692,0,786416,536366
25,24,1,3,5,3461,0.9998234324522528,0,583459,192726
26,24,2,2,8,7570,-2.9976162097735397,0,800700,752353
27,24,2,2,10,3651,-3.3314953722413354,0,579673,798505
28,24,2,2,5,3011,1.0023556310788315,0,583459,578176
29,24,2,2,17,2207,-0.24,0,799783,799796
30,24,2,2,24,3724,-0.3834922526817639,0,200223,192622
31,24,2,2,22,6991,0.35817508424354577,0,570492,202738
32,24,2,2,14,5267,0.3200000000000003,0,571634,852853
33,24,2,2,3,4294,1.1144219308700833,0,799796,580500
34,24,2,2,15,2244,0.8065533895543915,0,786978,539999
35,24,2,2,13,2700,0.31585220500596023,0,767136,799664
36,24,2,2,7,1833,0,0,539336,199702
37,24,2,2,23,2666,0.21635313840379133,0,786416,538990
38,24,2,2,11,2248,0,0,545553,545553
39,24,2,2,18,2694,-0.5184743742550655,0,817923,203857
40,24,2,2,19,2118,-1.29,0,845632,583459
41,24,2,2,2,3980,0,0,539748,539685
42,24,2,2,16,3561,-1.75,0,784093,847668
43,24,2,2,6,2755,0,0,188056,579103
44,24,2,2,12,4391,0,0,529693,567741
45,24,2,2,4,2715,0,0,814745,540239
46,24,2,2,21,53076,0.22744923745994222,0,785752,800711
47,24,2,2,1,3936,0,0,817923,817923
48,24,2,2,25,4061,0.4074361931479924,0,580880,540239
49,24,2,2,9,2702,0,0,196665,536366
50,24,2,2,20,9588,-0.9750524101006728,0,817632,535287
51,24,3,1,20,23869,-1.664729176963112,0,817632,705793
52,24,3,1,25,171891,0.5265761829220462,0,580880,545150
53,24,3,1,7,5696,-0.02,0,703752,800602
54,24,3,1,24,115209,-0.3834922526817639,0,200223,192622
55,24,3,1,2,8101,0.6399999999999988,0,192873,784702
56,24,3,1,13,5098,1.1918951132300357,1,767136,199958
57,24,3,1,1,8466,0.7750000000000004,0,817923,539336
58,24,3,1,8,9850,0,0,800700,800700
59,24,3,1,10,9170,0,0,767136,767136
60,24,3,1,6,3389,0,0,539679,539679
61,24,3,1,4,2732,0,0,189832,189832
62,24,3,1,12,13362,0,0,752353,752353
63,24,3,1,5,4515,0.4973597364091873,0,583459,577674
64,24,3,1,16,9219,0,0,545553,545553
65,24,3,1,17,5677,-0.52,0,579048,545150
66,24,3,1,19,5610,0,0,707834,707834
67,24,3,1,11,5163,1.5199999999999996,0,545553,790129
68,24,3,1,22,30682,-0.05963283204608807,0,570492,784702
69,24,3,1,21,29027,-0.038564958283670944,0,785752,790137
70,24,3,1,23,154441,-0.7818696435503096,0,786416,705465
71,24,3,1,14,21706,0,0,564237,201105
72,24,3,1,18,27106,-3.820023837902265,0,817923,706858
73,24,3,1,3,22320,0.23241954707985535,0,799796,195554
74,24,3,1,9,3234,0,0,200551,200551
75,24,3,1,15,24063,0,0,768236,786978
