Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,20,1,1,9,7020,0,0,202131,202131
2,20,1,1,14,25736,0,0,571634,571634
3,20,1,1,2,6191,0,0,568122,568122
4,20,1,1,3,46408,0.25029797377830754,0,799796,767136
5,20,1,1,6,5207,0,0,569795,579585
6,20,1,1,7,5455,0,0,544470,544470
7,20,1,1,21,27623,0.22744923745994222,0,785752,800711
8,20,1,1,4,4352,0,0,569795,569795
9,20,1,1,10,9304,0,0,579673,579673
10,20,1,1,24,38856,1.032061978545888,0,200223,197571
11,20,1,1,1,36136,0.5,0,817923,581232
12,20,1,1,19,8768,0,0,800711,791286
13,20,1,1,11,19352,0,0,545553,545553
14,20,1,1,5,43352,0.031522504679101004,0,583459,570492
15,20,1,1,16,7175,0,0,545553,545553
16,20,1,1,15,40224,0,0,768236,768236
17,20,1,1,12,9840,0,0,203089,203089
18,20,1,1,20,24840,0,0,817632,817632
19,20,1,1,25,29549,-0.019918768116362173,0,580880,567550
20,20,1,1,13,44800,0,0,767136,767136
21,20,1,1,8,11168,0,0,800700,800700
22,20,1,1,18,31952,0,0,817923,817923
23,20,1,1,23,118079,0.18098161558880008,0,786416,799410
24,20,1,1,17,10104,0,0,199702,199702
25,20,1,1,22,29097,0.8820023837902266,0,570492,570924
26,20,2,2,20,30768,-0.9750524101006728,0,817632,535287
27,20,2,2,19,27888,0,0,791286,800711
28,20,2,2,8,44589,-1.6567342073897497,0,800700,817632
29,20,2,2,7,10604,-0.24,0,579048,794927
30,20,2,2,23,30605,-0.10990189012725864,0,786416,793889
31,20,2,2,18,36175,-0.8700834326579261,0,817923,579924
32,20,2,2,12,22863,0,0,529693,529693
33,20,2,2,14,9820,0,0,564237,564237
34,20,2,2,1,11727,0,0,817923,817923
35,20,2,2,24,67919,-0.3834922526817639,0,200223,192622
36,20,2,2,21,32431,0.22744923745994222,0,785752,800711
37,20,2,2,15,32879,0,0,768236,786978
38,20,2,2,13,18254,0.31585220500596023,0,767136,799664
39,20,2,2,5,28064,0.3368335206296056,0,583459,203857
40,20,2,2,11,14245,0,0,545553,545553
41,20,2,2,3,31471,0.23241954707985535,0,799796,195554
42,20,2,2,10,39909,-0.07166281703490723,0,192041,752401
43,20,2,2,16,13320,0,0,545553,545553
44,20,2,2,2,5473,0,0,752353,752353
45,20,2,2,9,8777,0,0,815898,815898
46,20,2,2,6,5657,-0.25,0,799664,195554
47,20,2,2,4,4641,0,0,200169,200169
48,20,2,2,25,37625,0,0,580880,580880
49,20,2,2,22,81481,0.22183704020973066,0,570492,579988
50,20,2,2,17,11163,-0.08,0,797697,776783
51,20,3,3,24,34954,0,0,200223,200223
52,20,3,3,13,22374,0.16686531585220443,0,767136,799420
53,20,3,3,21,26999,0.028605482717521013,0,785752,706338
54,20,3,3,8,6791,0,0,800700,800700
55,20,3,3,18,31350,-0.6197854588796181,0,817923,707981
56,20,3,3,3,21305,0.5005959475566151,0,799796,799783
57,20,3,3,12,11114,0,0,567741,567741
58,20,3,3,9,6386,0,0,706338,706338
59,20,3,3,22,41885,0.35817508424354577,0,570492,202738
60,20,3,3,4,4082,0,0,766763,766763
61,20,3,3,2,4120,0,0,773145,773145
62,20,3,3,15,11130,0,0,768236,768236
63,20,3,3,25,13985,-0.019918768116362173,0,580880,567550
64,20,3,3,6,8276,0,0,786416,786416
65,20,3,3,11,41089,0,0,545553,545553
66,20,3,3,1,38217,0,0,817923,817923
67,20,3,3,10,6978,0,0,767136,767136
68,20,3,3,17,20766,0,0,797697,797697
69,20,3,3,16,32794,0,0,545553,545553
70,20,3,3,23,60459,-1.101237669912296,0,786416,706858
71,20,3,3,7,6675,-0.24,0,846493,792140
72,20,3,3,14,7946,0,0,564237,564237
73,20,3,3,20,16128,0,0,817632,817632
74,20,3,3,5,5586,0.035265828825730594,0,583459,791698
75,20,3,3,19,16104,0,0,845632,800711
