Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,4,1,2,24,3729,1.032061978545888,0,200223,197571
2,4,1,2,9,1976,0,0,752401,793889
3,4,1,2,21,6338,2.677198006571012,0,785752,791286
4,4,1,2,23,2369,-0.10990189012725864,0,786416,793889
5,4,1,2,11,21300,1.5199999999999996,0,545553,785481
6,4,1,2,22,5902,-0.2910989197924147,0,570492,773145
7,4,1,2,6,2579,0,0,568122,579924
8,4,1,2,19,7041,0,0,800711,707834
9,4,1,2,12,4582,3.120000000000001,0,752353,197571
10,4,1,2,4,1809,0,0,767136,776987
11,4,1,2,17,3586,-2.56,0,579048,583122
12,4,1,2,18,3583,-0.9415971394517282,0,817923,563384
13,4,1,2,1,2974,0.5,0,817923,581232
14,4,1,2,2,1728,0,0,581232,529693
15,4,1,2,15,3702,0.8113420579758,1,768236,792140
16,4,1,2,8,4124,-2.65196662693683,0,800700,191933
17,4,1,2,5,2909,0.9998234324522528,0,583459,192726
18,4,1,2,14,3595,0.6500000000000004,0,201105,852890
19,4,1,2,20,4592,-1.605974129729772,0,817632,789990
20,4,1,2,7,2401,-0.08,0,797697,767759
21,4,1,2,10,2326,-1.605974129729772,0,784608,789990
22,4,1,2,25,3364,0.21711363179488571,0,580880,705294
23,4,1,2,16,4889,0,0,784093,784093
24,4,1,2,13,5095,0.6436233611442184,0,767136,800178
25,4,1,2,3,2232,0.5661501787842678,0,799796,799664
26,4,2,3,14,3771,2.9000000000000004,0,200700,544470
27,4,2,3,3,3494,0.25029797377830754,0,799796,767136
28,4,2,3,25,2224,0.4802104617931871,0,580880,786070
29,4,2,3,12,2644,0,0,581232,581232
30,4,2,3,16,3736,-1.75,0,784093,847668
31,4,2,3,20,4660,-1.664729176963112,0,817632,786065
32,4,2,3,8,4025,-2.3182359952324196,0,800700,192726
33,4,2,3,7,2464,-0.14,0,539336,793889
34,4,2,3,19,3967,0,0,791286,845632
35,4,2,3,5,3027,0.031522504679101004,0,583459,570492
36,4,2,3,13,6325,0.9117997616209763,0,767136,192873
37,4,2,3,6,2413,-0.625,0,188056,789736
38,4,2,3,10,5106,-0.07166281703490723,0,817632,752401
39,4,2,3,17,5017,-1.06,0,199702,786020
40,4,2,3,22,4650,0.12350263062322231,0,570492,812161
41,4,2,3,11,4580,1.5199999999999996,0,545553,785481
42,4,2,3,23,1624,0.19739463704809487,0,786416,819475
43,4,2,3,2,1980,0.6399999999999988,0,568122,784702
44,4,2,3,1,2724,0.5,0,817923,581232
45,4,2,3,21,9613,0.10142192245819999,0,785752,544470
46,4,2,3,4,1498,0,0,706231,787133
47,4,2,3,15,4115,0.8065533895543915,0,768236,539999
48,4,2,3,24,8501,1.9032363302332627,0,200223,800711
49,4,2,3,18,5470,-2.0858164481525625,0,817923,818303
50,4,2,3,9,1659,0,0,191933,789736
51,4,3,1,25,12542,0.5936137590692965,0,580880,800178
52,4,3,1,4,2576,0.09999999999999964,0,539679,706847
53,4,3,1,20,6833,-1.664729176963112,0,817632,705793
54,4,3,1,24,36175,0,0,200223,200223
55,4,3,1,14,3479,0,0,571634,571634
56,4,3,1,19,3725,-1.29,0,791286,583459
57,4,3,1,2,3458,0,0,752353,540354
58,4,3,1,18,10355,-0.5184743742550655,0,817923,203857
59,4,3,1,22,6541,-0.05963283204608807,0,570492,784702
60,4,3,1,3,3693,0.5661501787842678,0,799796,799664
61,4,3,1,6,2078,0,0,777079,189763
62,4,3,1,5,4222,1.0281998655882063,0,583459,777079
63,4,3,1,9,2467,0,0,192705,800711
64,4,3,1,7,2286,0,0,846493,846493
65,4,3,1,16,5456,0,0,784093,545553
66,4,3,1,8,3470,-2.2407628128724673,0,800700,572024
67,4,3,1,12,9480,0,0,567741,529693
68,4,3,1,10,3370,0,0,579673,579673
69,4,3,1,15,4712,0.785583039006303,0,768236,189872
70,4,3,1,17,4794,-1.1400000000000001,0,703752,532764
71,4,3,1,13,3905,0.6436233611442184,0,767136,800178
72,4,3,1,11,3263,0,0,545553,545553
73,4,3,1,1,7375,0,0,817923,817923
74,4,3,1,21,16000,-1.0590007936284032,0,785752,197864
75,4,3,1,23,5723,0.21635313840379133,0,786416,538990
