Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,29,1,3,5,8091,0.9998234324522528,0,583459,202856
2,29,1,3,8,7427,0,0,800700,800700
3,29,1,3,19,5281,0,0,791286,707834
4,29,1,3,12,5055,0,0,581232,581232
5,29,1,3,15,4371,0.6384746562517467,0,786978,785434
6,29,1,3,13,1905,0.4529201430274128,0,767136,798112
7,29,1,3,22,9746,0,0,570492,570492
8,29,1,3,24,9725,-0.3834922526817639,0,200223,192622
9,29,1,3,20,8004,-1.664729176963112,0,817632,705793
10,29,1,3,1,9450,0.5,0,817923,581232
11,29,1,3,16,4995,0,0,545553,545553
12,29,1,3,23,3507,0,0,786416,786416
13,29,1,3,18,10222,-2.2884386174016687,0,817923,800841
14,29,1,3,7,2137,-1.7599999999999998,0,817632,850557
15,29,1,3,4,2002,0,0,540239,540354
16,29,1,3,10,7241,-1.9489438845117903,0,773538,752353
17,29,1,3,21,5143,0.22744923745994222,0,785752,800711
18,29,1,3,25,16468,0.21711363179488571,0,580880,705294
19,29,1,3,11,2238,0,0,545553,545553
20,29,1,3,14,2545,0,0,200700,571634
21,29,1,3,17,1623,-0.16,0,199702,787133
22,29,1,3,2,4569,0,0,203089,800802
23,29,1,3,3,7854,0.7330154946364722,0,799796,579988
24,29,1,3,6,2533,-0.25,0,777079,785031
25,29,1,3,9,1130,0,0,789736,789736
26,29,2,1,9,2802,0,0,786978,786978
27,29,2,1,16,4891,0,0,784093,784093
28,29,2,1,13,7907,0.16686531585220443,0,767136,799420
29,29,2,1,15,13487,2.8422783603244817,0,768236,195554
30,29,2,1,25,13083,0.3592032210455617,0,580880,199958
31,29,2,1,6,1347,0,0,798110,540239
32,29,2,1,14,8100,0,0,201105,200700
33,29,2,1,22,15720,0,0,570492,570492
34,29,2,1,5,7253,0.031522504679101004,0,583459,570492
35,29,2,1,1,4131,0.7750000000000004,0,817923,539336
36,29,2,1,7,3664,0,0,817632,200700
37,29,2,1,18,17930,-0.47675804529201393,0,817923,774978
38,29,2,1,19,4163,0,0,707834,707834
39,29,2,1,4,1832,0,0,193144,563384
40,29,2,1,24,28735,-0.10596976062358046,0,200223,790129
41,29,2,1,17,2059,-0.1,0,797697,536366
42,29,2,1,3,1776,0.8581644815256251,0,799796,189832
43,29,2,1,10,2421,0,0,767136,767136
44,29,2,1,23,5442,-2.368295527747403,0,786416,567525
45,29,2,1,2,4090,0,0,569795,540354
46,29,2,1,20,3771,0,0,817632,817632
47,29,2,1,21,8480,-1.7817568533969013,0,785752,790129
48,29,2,1,8,16138,-1.7759237187127532,0,800700,201087
49,29,2,1,12,3947,0,0,581232,581232
50,29,2,1,11,4067,0,0,545553,545553
51,29,3,2,15,5270,0.8065533895543915,0,768236,539999
52,29,3,2,2,1353,0,0,773145,773145
53,29,3,2,10,2165,-1.5931445239084026,0,767136,791286
54,29,3,2,14,3278,0,0,200700,571634
55,29,3,2,23,2348,0.19739463704809487,0,786416,819475
56,29,3,2,11,6217,1.5199999999999996,0,545553,792046
57,29,3,2,8,11358,-2.9201430274135873,0,800700,767759
58,29,3,2,21,8908,0.5434300389411927,0,785752,786978
59,29,3,2,5,2221,0.031522504679101004,0,583459,570924
60,29,3,2,12,9041,0,0,567741,581232
61,29,3,2,16,5460,-1.75,0,545553,847668
62,29,3,2,6,2560,0,0,529693,583459
63,29,3,2,19,4775,-1.29,0,845632,583459
64,29,3,2,7,1693,-0.8200000000000001,0,579048,799410
65,29,3,2,4,1156,0,0,798860,785377
66,29,3,2,1,5974,0,0,817923,817923
67,29,3,2,18,7548,-0.4588796185935635,0,817923,579585
68,29,3,2,24,19651,-0.3834922526817639,0,200223,192622
69,29,3,2,22,14003,-0.2910989197924147,0,570492,773145
70,29,3,2,17,1935,-1.1400000000000001,0,703752,706231
71,29,3,2,3,12410,0.6197854588796172,0,799796,535847
72,29,3,2,9,1890,-1.03,0,201125,791698
73,29,3,2,25,3233,0.8170870228829644,0,580880,581571
74,29,3,2,13,12309,0.39928486293206156,0,767136,539336
75,29,3,2,20,6872,-1.605974129729772,0,817632,789990
