Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,12,1,3,25,18487,1.5462016092478077,0,580880,706847
2,12,1,3,17,12348,0,0,199702,797697
3,12,1,3,6,8809,0,0,767759,546207
4,12,1,3,1,3439,0.5,0,817923,581232
5,12,1,3,3,10844,0.5005959475566151,0,799796,799783
6,12,1,3,15,12834,0.8065533895543915,0,786978,539999
7,12,1,3,2,5769,0,0,539685,773145
8,12,1,3,22,11975,0.35817508424354577,0,570492,202738
9,12,1,3,24,13853,-0.3834922526817639,0,200223,192622
10,12,1,3,11,11612,1.5199999999999996,0,545553,794927
11,12,1,3,4,4263,0,0,199702,540939
12,12,1,3,12,7758,0,0,581232,581232
13,12,1,3,9,5732,-0.02,0,192705,790137
14,12,1,3,14,4799,0.6500000000000004,0,571634,852890
15,12,1,3,7,6029,0,0,703752,703752
16,12,1,3,13,9037,0.9117997616209763,0,767136,192873
17,12,1,3,16,7046,0,0,784093,784093
18,12,1,3,21,2783,-0.004767580452920228,0,785752,792140
19,12,1,3,18,18037,0,0,817923,817923
20,12,1,3,19,6143,0,0,791286,845632
21,12,1,3,23,14607,0.18098161558880008,0,786416,799410
22,12,1,3,5,5789,0.7365764612543817,0,583459,784702
23,12,1,3,20,17733,0,0,817632,817632
24,12,1,3,10,6934,0,0,784608,817632
25,12,1,3,8,26805,-2.133492252681764,0,800700,579585
26,12,2,2,11,6405,1.5199999999999996,0,545553,790129
27,12,2,2,10,5152,-0.9015798169417079,0,579673,579924
28,12,2,2,14,5608,0,0,571634,571634
29,12,2,2,8,8988,-1.6567342073897497,0,800700,817632
30,12,2,2,13,6106,0.16686531585220443,0,767136,799420
31,12,2,2,1,17294,0,0,817923,817923
32,12,2,2,5,11147,0.5403805503217214,0,583459,581050
33,12,2,2,16,5609,0,0,784093,784093
34,12,2,2,12,10031,0,0,752353,581232
35,12,2,2,24,24793,-0.3834922526817639,0,200223,192622
36,12,2,2,7,10393,-1.3800000000000001,0,703752,544863
37,12,2,2,23,5897,0.18098161558880008,0,786416,799410
38,12,2,2,20,13404,-1.605974129729772,0,817632,789990
39,12,2,2,19,5431,0,0,845632,800711
40,12,2,2,22,10260,0.9880121890125494,0,570492,775249
41,12,2,2,21,8010,-0.27528017593875165,0,785752,783405
42,12,2,2,25,20098,0.4074361931479924,0,580880,540239
43,12,2,2,6,4993,0,0,578426,568076
44,12,2,2,4,2785,0,0,529693,581050
45,12,2,2,15,10008,0.8065533895543915,0,786978,539999
46,12,2,2,2,2391,0,0,773145,798505
47,12,2,2,18,12369,-0.5661501787842669,0,817923,203146
48,12,2,2,3,6693,0.25029797377830754,0,799796,767136
49,12,2,2,17,7147,-0.66,0,199702,581050
50,12,2,2,9,4785,0,0,768236,546207
51,12,3,1,18,113,-6.174016686531585,0,817923,540354
52,12,3,1,16,9135,0,0,784093,784093
53,12,3,1,4,5668,0,0,785218,572508
54,12,3,1,3,12672,0.4052443384982123,0,799796,798860
55,12,3,1,12,5806,0,0,581232,581232
56,12,3,1,17,9663,-0.08,0,797697,776783
57,12,3,1,9,2463,0,0,203089,203089
58,12,3,1,15,9013,0,0,786978,768236
59,12,3,1,2,4079,0,0,192873,192873
60,12,3,1,10,10800,-0.680329474195341,0,799664,852853
61,12,3,1,5,19038,0.031522504679101004,0,583459,570492
62,12,3,1,23,80220,0.08104886769964245,0,786416,767759
63,12,3,1,19,14119,0,0,800711,791286
64,12,3,1,6,2141,0,0,189763,189763
65,12,3,1,11,13542,0,0,545553,545553
66,12,3,1,8,20256,-1.6746126340882004,0,800700,817923
67,12,3,1,24,22654,0,0,200223,200223
68,12,3,1,20,23163,-0.9750524101006728,0,817632,535287
69,12,3,1,25,13823,-0.019918768116362173,0,580880,567550
70,12,3,1,1,11558,0,0,817923,817923
71,12,3,1,7,4639,-0.04,0,817632,706980
72,12,3,1,22,121965,0.35817508424354577,0,570492,202738
73,12,3,1,13,23446,5.196662693682955,0,767136,817865
74,12,3,1,21,9494,0,0,785752,785752
75,12,3,1,14,7974,0,0,201105,201105
