Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,5,1,3,9,10245,0,0,786941,799410
2,5,1,3,12,4143,0,0,752353,752353
3,5,1,3,23,5009,0.21635313840379133,0,786416,538990
4,5,1,3,3,4601,0.8522050059594761,0,799796,772665
5,5,1,3,6,1835,0,0,202131,786020
6,5,1,3,5,6136,0.9543300090007971,0,583459,199702
7,5,1,3,21,10350,-0.9064065244937505,0,785752,584208
8,5,1,3,1,12270,0,0,817923,817923
9,5,1,3,16,3271,0,0,784093,784093
10,5,1,3,17,3167,-0.12,0,799783,197396
11,5,1,3,22,2150,1.0032759081976834,0,570492,772665
12,5,1,3,13,10649,0.6078665077473175,0,767136,812161
13,5,1,3,14,3777,10,0,571634,800711
14,5,1,3,19,7399,-1.29,0,845632,583459
15,5,1,3,18,6287,0,0,817923,817923
16,5,1,3,10,9278,-0.07166281703490723,0,799664,752401
17,5,1,3,8,3630,-8.545887961859357,0,800700,800711
18,5,1,3,20,9854,-8.660365146129067,0,817632,775517
19,5,1,3,7,3465,-0.08,0,772665,845632
20,5,1,3,24,5600,1.1202026221692492,0,200223,200376
21,5,1,3,2,4439,0,0,192873,192873
22,5,1,3,25,2090,0.3592032210455617,0,580880,199958
23,5,1,3,4,2367,0,0,766763,786070
24,5,1,3,15,4894,0.8065533895543915,0,786978,539999
25,5,1,3,11,5038,1.5199999999999996,0,545553,792046
26,5,2,1,15,13652,0.6384746562517467,0,786978,785434
27,5,2,1,16,9163,0,0,545553,545553
28,5,2,1,7,10670,-0.02,0,703752,818471
29,5,2,1,9,2845,0,0,202575,202575
30,5,2,1,25,30179,0.4074361931479924,0,580880,540239
31,5,2,1,19,3217,0,0,845632,791286
32,5,2,1,17,16395,0,0,799783,772665
33,5,2,1,23,13486,0.08104886769964245,0,786416,767759
34,5,2,1,6,2614,0,0,569795,569795
35,5,2,1,24,36596,-0.3834922526817639,0,200223,192622
36,5,2,1,12,3678,0,0,752353,529693
37,5,2,1,2,5334,0,0,572024,203089
38,5,2,1,8,21675,-1.7759237187127532,0,800700,201087
39,5,2,1,14,5854,0,0,571634,571634
40,5,2,1,11,13391,1.5199999999999996,0,545553,785481
41,5,2,1,10,2414,0,0,784608,784608
42,5,2,1,21,22668,-0.004767580452920228,0,785752,792140
43,5,2,1,22,38717,2.022092356953883,0,570492,584208
44,5,2,1,3,10824,0,0,799796,799796
45,5,2,1,18,13895,-3.99880810488677,0,817923,192041
46,5,2,1,1,6006,0,0,817923,817923
47,5,2,1,20,12274,0,0,817632,817632
48,5,2,1,4,5676,0,0,579585,579585
49,5,2,1,5,17974,0.031522504679101004,0,583459,570924
50,5,2,1,13,17083,0.16686531585220443,0,767136,799420
51,5,3,2,21,5832,0.20465264392996368,0,785752,791698
52,5,3,2,18,4622,-2.038140643623361,0,817923,767503
53,5,3,2,5,6383,0.4719060815934384,0,583459,786978
54,5,3,2,2,6421,0,0,203089,752353
55,5,3,2,8,4957,-2.5446960667461265,0,800700,579924
56,5,3,2,23,9964,0,0,786416,786416
57,5,3,2,1,5760,0.5,0,817923,581232
58,5,3,2,19,3190,-1.29,0,845632,583459
59,5,3,2,16,6365,-3.375,0,545553,792140
60,5,3,2,24,5876,0,0,200223,200223
61,5,3,2,12,5949,0,0,581232,581232
62,5,3,2,25,3688,0.08044194220483902,0,580880,799783
63,5,3,2,4,2043,0,0,581050,529693
64,5,3,2,15,10777,0.8065533895543915,0,768236,539999
65,5,3,2,11,7239,1.5199999999999996,0,545553,790129
66,5,3,2,9,2093,0,0,546207,784093
67,5,3,2,13,7583,7.2646007151370675,0,767136,203857
68,5,3,2,6,3811,-1.25,0,705465,817632
69,5,3,2,7,3105,-0.74,0,772665,705465
70,5,3,2,3,5473,0.5005959475566151,0,799796,799783
71,5,3,2,14,4125,0.3200000000000003,0,564237,852853
72,5,3,2,20,3894,-4.506259558091166,0,817632,793889
73,5,3,2,17,4739,-1.3800000000000001,0,579048,544863
74,5,3,2,22,18346,0.22183704020973066,0,570492,579988
75,5,3,2,10,4426,-1.5931445239084026,0,767136,707834
