Id,Participant,Block,Condition,Task,Time,Accuracy,Error,Target,SelectedItem
1,27,1,2,17,8827,-0.8999999999999999,0,199702,544318
2,27,1,2,6,3742,-0.625,0,784093,789736
3,27,1,2,1,5637,0.7750000000000004,0,817923,539336
4,27,1,2,4,5017,0,0,580880,797697
5,27,1,2,9,13578,0,0,794281,536366
6,27,1,2,18,14718,-1.2038140643623358,0,817923,579673
7,27,1,2,16,22871,-1.75,0,545553,847668
8,27,1,2,23,27789,-0.7818696435503096,0,786416,705465
9,27,1,2,22,14397,0.35817508424354577,0,570492,202738
10,27,1,2,19,10974,0,0,845632,800711
11,27,1,2,3,6299,0.41716328963051197,0,799796,799420
12,27,1,2,24,6370,-0.3834922526817639,0,200223,192622
13,27,1,2,5,5946,1.061686981029771,0,583459,572508
14,27,1,2,8,8801,-2.1454112038140645,0,800700,767853
15,27,1,2,20,9916,-1.664729176963112,0,817632,705793
16,27,1,2,11,4002,0,0,545553,545553
17,27,1,2,7,4396,-0.12,0,703752,800784
18,27,1,2,10,10238,-4.506259558091166,0,792429,789538
19,27,1,2,14,4293,0,0,571634,201105
20,27,1,2,21,10115,-0.27528017593875165,0,785752,783405
21,27,1,2,25,4448,0.21407001584819696,0,580880,850557
22,27,1,2,15,6489,0.785583039006303,0,786978,189872
23,27,1,2,13,8265,1.3170441001191886,0,767136,191897
24,27,1,2,12,8287,0,0,203089,529693
25,27,1,2,2,2819,0,0,540354,203089
26,27,2,1,1,9143,3.75,0,817923,845632
27,27,2,1,16,9347,-1.75,0,784093,847668
28,27,2,1,5,8120,0.4719060815934384,0,583459,786978
29,27,2,1,20,12073,-1.605974129729772,0,817632,789990
30,27,2,1,12,12956,0,0,529693,752353
31,27,2,1,6,2922,0,0,792429,792429
32,27,2,1,10,2176,0,0,784608,784608
33,27,2,1,15,12540,0.6240566414349864,0,768236,775517
34,27,2,1,23,31171,-1.101237669912296,0,786416,706858
35,27,2,1,7,2915,-0.54,0,703752,540966
36,27,2,1,25,7837,1.5131092461621236,0,580880,567525
37,27,2,1,4,3600,0,0,192873,785218
38,27,2,1,22,22994,1.1921482465060207,0,570492,583122
39,27,2,1,21,12556,0.7177602167782144,0,785752,800784
40,27,2,1,24,15502,1.4400466984972424,0,200223,202781
41,27,2,1,13,16307,5.840286054827175,0,767136,578176
42,27,2,1,14,9116,0,0,564237,201105
43,27,2,1,2,3240,0,0,773145,773145
44,27,2,1,18,11619,-0.47675804529201393,0,817923,774978
45,27,2,1,17,4175,0,0,703752,199702
46,27,2,1,3,9630,0.23241954707985535,0,799796,195554
47,27,2,1,11,8608,0,0,545553,545553
48,27,2,1,19,7420,0,0,791286,791286
49,27,2,1,9,3535,0,0,191762,201125
50,27,2,1,8,12387,0,0,800700,800700
51,27,3,3,12,3162,0,0,567741,567741
52,27,3,3,22,17419,0.7660344406201848,0,570492,197899
53,27,3,3,4,3176,0,0,706231,817923
54,27,3,3,8,10246,0,0,800700,800700
55,27,3,3,13,7153,0.8641239570917758,0,767136,580500
56,27,3,3,23,6468,0.18098161558880008,0,786416,799410
57,27,3,3,17,6851,-0.08,0,772665,786070
58,27,3,3,3,5707,0.5244338498212162,0,799796,814745
59,27,3,3,7,2262,-0.21999999999999997,0,799783,768236
60,27,3,3,10,5834,-0.8999262717318401,0,784608,568076
61,27,3,3,16,5612,0,0,784093,784093
62,27,3,3,11,5154,1.5199999999999996,0,545553,785481
63,27,3,3,19,5729,0,0,791286,845632
64,27,3,3,9,2320,0,0,798505,546207
65,27,3,3,2,2362,0,0,798505,540354
66,27,3,3,18,8739,-0.47675804529201393,0,817923,774978
67,27,3,3,6,2260,0,0,705294,706231
68,27,3,3,21,13089,-0.038564958283670944,0,785752,790137
69,27,3,3,24,4457,-0.3834922526817639,0,200223,192622
70,27,3,3,1,7057,0.5,0,817923,581232
71,27,3,3,25,4979,0.21407001584819696,0,580880,850557
72,27,3,3,20,4291,-1.664729176963112,0,817632,705793
73,27,3,3,14,2474,0.019999999999999574,0,571634,199958
74,27,3,3,5,8529,1.2499662253484303,0,583459,797697
75,27,3,3,15,5357,0.785583039006303,0,786978,189872
